part_number,manufacturer,category,description,availability,price,datasheet_url,product_url
ESY108M010AH2EA,KEMET,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 10V 1000uF 105C 4k Hour Radial,13560 在庫,¥99.4,https://www.mouser.com/datasheet/3/72/1/ESY108M010AH2EA.pdf,https://www.mouser.jp/ProductDetail/KEMET/ESY108M010AH2EA?qs=w9hhVRgtvfn%252BxN5tAx5dEw%3D%3D
PEH169KV6100QB4,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 40V 100kuF,107 在庫,"¥10,140.2",https://www.mouser.com/datasheet/3/72/1/KEM_A4035_PEH169_85C.pdf,https://www.mouser.jp/ProductDetail/KEMET/PEH169KV6100QB4?qs=%252BEew9%252B0nqrDcYx7DYWGJsQ%3D%3D
EEU-FS1C122LB,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 16VDC 1200uF 9000H 8x20mm,9899 在庫,¥146.7,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FS1C122LB?qs=gt1LBUVyoHmQ1%252BC95E8BAw%3D%3D
865080257014,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLI 1000uF 10V 20% SMD/SMT,17720 在庫,¥161.4,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865080257014?qs=0KOYDY2FL2%2FeDzqqpY4biQ%3D%3D
EEV226M035A9DAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 35V 22uF 20% 1 Ohms,27890 在庫,¥50.5,https://www.mouser.com/datasheet/3/72/1/EEV226M035A9DAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EEV226M035A9DAA?qs=T9vdlufmP8wpha2Y2GgSnQ%3D%3D
EEV337M6R3A9HAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 6.3V 330uF 20% 340 mOhms,17475 在庫,¥66.8,https://www.mouser.com/datasheet/3/72/1/EEV337M6R3A9HAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EEV337M6R3A9HAA?qs=T9vdlufmP8zFESz9iqhCaw%3D%3D
ALS31A332MF350,KEMET,アルミニウム電解キャパシタ - ネジ端子,"アルミニウム電解キャパシタ - ネジ端子 3300uF, 20%, 350V",39 在庫,"¥9,418.1",https://www.mouser.com/datasheet/3/72/1/KEM_A4031_ALS30_31.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS31A332MF350?qs=qm6adh%2FEVlGWhysMyUanrQ%3D%3D
B43508A2337M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 200VDC 330uF 20% PVC STD 6.3mm Term,941 在庫,"¥1,105.1",https://www.mouser.com/catalog/specsheets/tdk_12142018_b43508-2013.pdf,https://www.mouser.jp/ProductDetail/TDK/B43508A2337M000?qs=qPUKiRLrJPHYoPKdQ2dv%2Fw%3D%3D
MAL224699111E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 1000uF 50V 16x16x21 High Vibration,521 在庫,"¥1,000.8",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL224699111E3?qs=EAJhGnHnT01lRG8uq4STuQ%3D%3D
MAL225747221E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 220uF 450V 25x45mm,534 在庫,"¥1,757.1",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225747221E3?qs=xZ%2FP%252Ba9zWqbhMAI4tQniAQ%3D%3D
MAL225753471E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 470uF 250V 22x40mm,665 在庫,"¥1,295.9",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225753471E3?qs=xZ%2FP%252Ba9zWqYjLt2L31hAOg%3D%3D
REF1625682M006B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 6.3V 6800uF 1625 20% Radial,574 在庫,¥370,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REF1625682M006B?qs=Y0Uzf4wQF3l8sp7SQ6vNkQ%3D%3D
REH1625332M010B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 10V 3300uF 1625 20% Radial,458 在庫,¥342.3,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REH1625332M010B?qs=Y0Uzf4wQF3mbPhG7W%252BdwFg%3D%3D
PEH534VCB3150M2,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400V 150uf 105 deg C snap in,714 在庫,"¥1,639.8",https://www.mouser.com/datasheet/3/72/1/KEM_A4024_PEH534.pdf,https://www.mouser.jp/ProductDetail/KEMET/PEH534VCB3150M2?qs=lUGYs5V8Vy8rBUTyl3h58Q%3D%3D
MAL214230479E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 47 F 35V 5x11mm 105 C 2500h,8034 在庫,¥73.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214230479E3?qs=Ep9Lwju7gVrsF6EihHsYgw%3D%3D
B43544A9687M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 680uF 20% PVC STD 6.3mm Term,157 在庫,"¥2,269",,https://www.mouser.jp/ProductDetail/TDK/B43544A9687M000?qs=GG15fDrrStpzm4QPXwVeuA%3D%3D
MAL214097801E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 47uF 63volts 20%,8576 在庫,¥438.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097801E3?qs=aJI9t0tCUiX6FLONbyBiEQ%3D%3D
MAL211817331E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,"アルミ電解コンデンサ-アキシャルリード 330 F 40V 12,5x30mm 125 C 8000h",637 在庫,¥855.8,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL211817331E3?qs=pM1VCyfkp0ApkThxBoD87g%3D%3D
ALC80A333DD025,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 25V 33000uF 20% 8000Hrs,457 在庫,"¥1,929.9",https://www.mouser.com/datasheet/3/72/1/ALC80A333DD025.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALC80A333DD025?qs=PqoDHHvF649MvWktWwTuKw%3D%3D
16SVT1000MX,Panasonic,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ 16VDC 1000uF 20% 16mOhm 4300mA,787 在庫,¥477.6,https://www.mouser.com/catalog/specsheets/Panasonic_SVTSeries_030323.pdf,https://www.mouser.jp/ProductDetail/Panasonic/16SVT1000MX?qs=3Rah4i%252BhyCEdBdC3VGxlyw%3D%3D
MAL215946101E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 100uF 400V 22x35mm,702 在庫,"¥1,618.6",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215946101E3?qs=R62HgyKaTt%2FbE3%2FhX1m5tQ%3D%3D
EEE-FK1H330V,Panasonic,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 50VDC 33uF 20% Anti-Vibe AEC-Q200,3933 在庫,¥221.7,,https://www.mouser.jp/ProductDetail/Panasonic/EEE-FK1H330V?qs=PzGy0jfpSMsbJJROxDWV6A%3D%3D
865080742009,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLI 4.7uF 63V 20%,7711 在庫,¥37.5,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865080742009?qs=amGC7iS6iy%252BCtea%2FmDSI4w%3D%3D
MAL214097403E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 220uF 10volts 20%,1788 在庫,¥397.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097403E3?qs=aJI9t0tCUiVP9cSclwlNCQ%3D%3D
ALC70E153EL100,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 100V 15000uF 20% 18000Hrs,720 在庫,"¥3,520.8",https://www.mouser.com/datasheet/3/72/1/ALC70E153EL100.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALC70E153EL100?qs=PqoDHHvF64%252BFU2DLItctPg%3D%3D
MAL214097112E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 330uF 50V 20%,7007 在庫,¥614.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097112E3?qs=dEWVFCiHFQXVmHVk8SIHrA%3D%3D
MAL214699711E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 330uF 80V 20%,1600 在庫,¥782.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214699711E3?qs=2cdrMlin3n1KriFJU37L3g%3D%3D
EEU-FS1K681,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 80VDC 680uF 2500mA Polar,3868 在庫,¥466.2,https://www.mouser.com/catalog/specsheets/Panasonic_08082018_Capacitor Radial Leaded Lytic (EEU-FS) 020118.pdf,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FS1K681?qs=w%2Fv1CP2dgqqiLirv7I9Mpg%3D%3D
EEU-FS2A121L,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 100VDC 120uF 1200mA Polar,3485 在庫,¥231.5,https://www.mouser.com/catalog/specsheets/Panasonic_08082018_Capacitor Radial Leaded Lytic (EEU-FS) 020118.pdf,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FS2A121L?qs=w%2Fv1CP2dgqrR72m31SA07w%3D%3D
MAL204858101E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 100 F 63V 10x12mm 105 C 3000h,1993 在庫,¥251,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL204858101E3?qs=G99oyVYclWV1tjkeGJpt%252Bw%3D%3D
ALS30A473DE016,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 47000uF 16VDC 20%,161 在庫,"¥3,212.7",https://www.mouser.com/datasheet/3/72/1/KEM_A4031_ALS30_31.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS30A473DE016?qs=g8jvKo8sMA%2FlWhEgTIBp6Q%3D%3D
EXV336M050A9MAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 50V 33uF 20%,14149 在庫,¥50.5,https://www.mouser.com/datasheet/3/72/1/KEM_A4003_EXV.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV336M050A9MAA?qs=wPsQqg7%2Fyqe3X3Etek0%252Biw%3D%3D
REF1625332M016B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 16V 3300uF 1625 20% Radial,355 在庫,¥317.9,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REF1625332M016B?qs=Y0Uzf4wQF3mhrf8qYGEmyA%3D%3D
REH1620471M080B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 80V 470uF 1620 20% R adial,294 在庫,¥316.2,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REH1620471M080B?qs=Y0Uzf4wQF3kX0Rafm8KtMg%3D%3D
MAL205752221E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 220UF     200V,385 在庫,"¥1,442.6",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205752221E3?qs=r0NmvwWPm2xUIWOSanGgDQ%3D%3D
ESK478M050AQ4AA,KEMET,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 50V 4700uF 85C 2k Hour Radial,2259 在庫,¥575.4,https://www.mouser.com/datasheet/3/72/1/KEM_A4004_ESK.pdf,https://www.mouser.jp/ProductDetail/KEMET/ESK478M050AQ4AA?qs=ic1jaF55hEkVcY%252By0aRNVw%3D%3D
865080353015,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLI 470uF 16V 20% SMD/SMT,8147 在庫,¥102.7,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865080353015?qs=0KOYDY2FL28FboDoWMk70w%3D%3D
ALS70A163NP250,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 250V 16000uF 20% 20000Hrs,45 在庫,"¥12,880.3",https://www.mouser.com/datasheet/3/72/1/KEM_A4075_ALS70_71.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS70A163NP250?qs=AQlKX63v8RuYQYKFAilNXw%3D%3D
MAL205655103E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 10000UF    16V,893 在庫,"¥1,661",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205655103E3?qs=r0NmvwWPm2xIw7Sz9GHugw%3D%3D
EEE-FK1A330R,Panasonic,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 33UF 10V FK SMD,17548 在庫,¥70.1,,https://www.mouser.jp/ProductDetail/Panasonic/EEE-FK1A330R?qs=qE6bgDGEOCtNJABbXCamJA%3D%3D
MAL214097805E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 63V 10uF 20%,841 在庫,¥397.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097805E3?qs=aJI9t0tCUiWbtUYLESreFg%3D%3D
MAL215919101E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 100uF 500V 20% 105C 5000H 22x40mm,694 在庫,"¥1,594.1",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215919101E3?qs=pHY8AWQbqINSy7W8mWdxcA%3D%3D
EEV337M035A9PAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 35V 330uF 20% 80 mOhms,9542 在庫,¥141.8,https://www.mouser.com/datasheet/3/72/1/EEV337M035A9PAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EEV337M035A9PAA?qs=3cNQqI%2F0IQv3ptnzHUwpaQ%3D%3D
MAL215933471E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 470uF 250V 25x40,415 在庫,"¥1,915.3",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215933471E3?qs=R62HgyKaTt%252BFK2w8OARACQ%3D%3D
A700V227M006PTE015,KEMET,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ 6.3V 220uF 20% 7343-20 -55 /+125C 3003 Hrs ESR=15mOhms,985 在庫,¥404.2,https://www.mouser.com/datasheet/3/72/1/KEM_T2091_A700_A720.pdf,https://www.mouser.jp/ProductDetail/KEMET/A700V227M006PTE015?qs=olJun0bQHM%2Fr9OICJaKDqw%3D%3D
EDK337M025A9PAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 25V 330uF 20%,13348 在庫,¥102.7,https://www.mouser.com/datasheet/3/72/1/EDK337M025A9PAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDK337M025A9PAA?qs=E9QF1UCAUX7Id1kLpVfTLQ%3D%3D
MAL216099803E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 100uF 63volts 150c 20% AEC-Q200,3873 在庫,¥557.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL216099803E3?qs=bUcvJdG3ZnG2lYP0oqkc%2Fw%3D%3D
MAL205657103E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 10000uF 40V 30x40mm,303 在庫,"¥2,559.1",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205657103E3?qs=r0NmvwWPm2wAy%252BHwmZgj4A%3D%3D
MAL205657223E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 22000uF 40V 35x50mm,478 在庫,"¥3,817.5",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205657223E3?qs=r0NmvwWPm2yyfaCg8GxjCQ%3D%3D
MAL214097602E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 100uF 25volts 20%,2199 在庫,¥397.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097602E3?qs=aJI9t0tCUiW7mjVI24TXmw%3D%3D
EEU-FS2A151L,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 100VDC 150uF 1200mA Polar,3841 在庫,¥231.5,https://www.mouser.com/catalog/specsheets/Panasonic_08082018_Capacitor Radial Leaded Lytic (EEU-FS) 020118.pdf,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FS2A151L?qs=w%2Fv1CP2dgqqUqeIOJzs0Sw%3D%3D
MAL211834331E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 330uF 20% 10volts,1101 在庫,¥676.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL211834331E3?qs=pM1VCyfkp0BXMYM%2FHElSYQ%3D%3D
MAL214099013E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 470uF 20% 35volts,6112 在庫,¥658.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214099013E3?qs=Ep9Lwju7gVpSyLLi4Es4iQ%3D%3D
MAL203690113E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 50V 100uF 20%,4998 在庫,¥265.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL203690113E3?qs=4T%252B5yYZyZYc%2Fmq1TRMW2ww%3D%3D
ESY188M063AN3AA,KEMET,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 63V 1800uF 105C 5k Hour Radial,1687 在庫,¥596.6,https://www.mouser.com/datasheet/3/72/1/KEM_A4007_ESY.pdf,https://www.mouser.jp/ProductDetail/KEMET/ESY188M063AN3AA?qs=lH1ILECabYkQWaTeo2kKUQ%3D%3D
EEU-FK1A392,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 10VDC 3900uF 20% AEC-Q200,2700 在庫,¥309.7,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1A392?qs=MNPzkKEzRtQNX1CNgtYxVA%3D%3D
EEU-FK1E222L,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 25VDC 2200uF 20% AEC-Q200,1477 在庫,¥492.3,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1E222L?qs=MNPzkKEzRtTDsB6wlAKv2A%3D%3D
EEU-FK1E821S,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 820UF    25V,2790 在庫,¥308.1,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1E821S?qs=MNPzkKEzRtQDD8sbgDLJsg%3D%3D
EEU-FK1E332S,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 25VDC 3300uF 20% AEC-Q200,1484 在庫,¥531.4,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1E332S?qs=pS7DO38vtXlVeo5fP7Savg%3D%3D
EEU-FK1C332L,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 16VDC 3300uF 20% AEC-Q200,1646 在庫,¥386.3,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1C332L?qs=u16ybLDytRY4tNowA37aow%3D%3D
REH1625221M100B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 100V 220uF 1625 20% Radial,492 在庫,¥422.2,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REH1625221M100B?qs=Y0Uzf4wQF3myEA4zVUHdEQ%3D%3D
REF1625821M063B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 63V 820uF 1625 20% R adial,569 在庫,¥340.7,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REF1625821M063B?qs=Y0Uzf4wQF3lOHiRmS4MuMQ%3D%3D
EXV687M016S9PAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 16V 680uF 20% AEC-Q200,5438 在庫,¥115.7,https://www.mouser.com/datasheet/3/72/1/KEM_A4003_EXV.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV687M016S9PAA?qs=E9QF1UCAUX52BjcXcIfQxA%3D%3D
EXV337M035S9PAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 35V 330uF 20% AEC-Q200,6243 在庫,¥119,https://www.mouser.com/datasheet/3/72/1/EXV337M035S9PAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV337M035S9PAA?qs=E9QF1UCAUX5200OaFM72PA%3D%3D
ELG227M450AR6AA,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 450V 220uF 20% 105C 2000Hrs,784 在庫,"¥1,238.8",https://www.mouser.com/datasheet/3/72/1/KEM_A4021_ELG.pdf,https://www.mouser.jp/ProductDetail/KEMET/ELG227M450AR6AA?qs=KFnARfWiB%252BtaxdNz0%252BKApg%3D%3D
B43509E2397M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 250VDC 390uF 20% PVC STD 6.3mm Term,521 在庫,¥839.5,,https://www.mouser.jp/ProductDetail/TDK/B43509E2397M000?qs=yQ9FZw9SO3xaVZLaEiZr0g%3D%3D
B43541A9397M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 390uF 20% PVC STD 6.3mm Term,452 在庫,"¥1,959.3",,https://www.mouser.jp/ProductDetail/TDK/B43541A9397M000?qs=GG15fDrrSto3lTWsHF7zig%3D%3D
MAL211890514E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 100uF 63V 20% Axial,1177 在庫,¥625.9,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL211890514E3?qs=pM1VCyfkp0Az6c5gIKJAsg%3D%3D
B41231A6338M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 50VDC 3300uF 20% PVC 6mm Terminals,2893 在庫,¥511.8,,https://www.mouser.jp/ProductDetail/TDK/B41231A6338M000?qs=qPUKiRLrJPHsr9RMxiR%2F7w%3D%3D
B43513A9477M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 470uF 20% PVC STD 6.3mm Term,225 在庫,"¥2,485.8",,https://www.mouser.jp/ProductDetail/TDK/B43513A9477M000?qs=chTDxNqvsymWXcwFSR8rgA%3D%3D
B41888C5188M000,TDK,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 25VDC 1800uF 20% STD Leads,1872 在庫,¥365.1,,https://www.mouser.jp/ProductDetail/TDK/B41888C5188M000?qs=ziqVJVjjmkxfjTxb8hkGtA%3D%3D
MAL210118223E3,Vishay / BC Components,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 0.22F 63V 20% 85C 10000H 50x80mm,57 在庫,"¥9,447.5",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL210118223E3?qs=A8YJ4olPTF6wasAz%2FAm7rg%3D%3D
B43548B5337M080,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 450VDC 330uF 20% 240mOhm PVC,378 在庫,"¥1,690.3",,https://www.mouser.jp/ProductDetail/TDK/B43548B5337M080?qs=7MVldsJ5UawuV%252BYvaGPZSA%3D%3D
EDT476M050S9MAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 50V 47uF 20% AEC-Q200,11946 在庫,¥125.5,https://www.mouser.com/datasheet/3/72/1/EDT476M050S9MAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDT476M050S9MAA?qs=E9QF1UCAUX4SwHFbcRyUuw%3D%3D
ALC70A471DC350,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 350V 470uF 20% 15000Hrs,422 在庫,"¥1,678.9",https://www.mouser.com/datasheet/3/72/1/ALC70A471DC350.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALC70A471DC350?qs=PqoDHHvF648NBix%2FuYPreg%3D%3D
